LinkedIn,Twitter,Facebook,Industry Groups,Number of Funding Rounds,Closed Date,Last Equity Funding Type,IPO Status,Organization Name,CB Rank (Company),Website,Total Funding Amount,Total Funding Amount Currency,Postal Code,Phone Number,Contact Email,Number of Exits,SEMrush - Global Traffic Rank,city,country,Regions,State,Founded Year 5+,Operating Status (Labeled),Company Type (Labeled),employees counts,Within One Year,Total Funding Amount Preprocessed
1,0,0,"Government and Military, Information Technology, Science and Engineering",0.0,0,0,0,RUAG,오,1,0.0,0,3000,1,1,0.0,오,,,Europe,and Africa (EMEA),0,1,1,7.0,0,0
1,1,1,"Energy, Hardware, Science and Engineering, Transportation",1.0,0,0,0,Neutron Star Systems,사,1,10000.0,USD,80801,0,1,0.0,일,,,European Union (EU),and Africa (EMEA),0,1,1,1.0,0,0
1,1,1,"Manufacturing, Science and Engineering",0.0,0,0,0,Stavatti Aerospace,오,1,0.0,0,14304,1,1,0.0,일,,us,East Coast,Northeastern US,0,1,1,5.0,0,0
1,1,1,"Education, Hardware, Science and Engineering, Transportation",0.0,0,0,0,PION,오,1,0.0,0,0,1,1,0.0,일,,,Latin America,Latin America,0,1,1,1.0,0,0
1,1,0,"Manufacturing, Science and Engineering, Transportation",1.0,0,Seed,0,OPUS Aerospace,사,1,1400000.0,EUR,91160,0,1,0.0,오,,,European Union (EU),and Africa (EMEA),0,1,1,1.0,0,0
1,1,1,"Information Technology, Internet Services, Science and Engineering, Software, Transportation",0.0,0,0,0,Airblock Technologies,오,1,0.0,0,02472,1,1,0.0,일,,us,Greater Boston Area,New England,0,0,1,1.0,0,0
1,0,0,"Science and Engineering, Software",1.0,0,Pre-Seed,0,Space Services Australia,오,1,0.0,USD,0,0,1,0.0,일,,,Asia-Pacific (APAC),Australasia,0,1,1,1.0,0,0
1,0,0,"Hardware, Science and Engineering, Transportation",3.0,0,Seed,0,ReOrbit,사,1,7589000.0,EUR,0,0,0,0.0,오,,,European Union (EU),Scandinavia,0,1,1,2.0,1,0
1,0,0,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software",3.0,0,Seed,0,Voliro,사,1,2030000.0,CHF,8005,1,1,0.0,오,,,Europe,and Africa (EMEA),0,1,1,2.0,0,0
1,1,0,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Privacy and Security, Science and Engineering, Software",5.0,0,Seed,0,Aegiq,사,1,5000000.0,GBP,S1 2NS,0,0,0.0,오,,,Europe,and Africa (EMEA),0,1,1,2.0,0,0
1,1,1,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",6.0,0,Series A,0,Kall Morris,사,1,279000.0,USD,49855,1,1,0.0,오,,us,Great Lakes,Midwestern US,0,1,1,2.0,1,0
0,0,0,"Advertising, Consumer Electronics, Hardware, Health Care, Information Technology, Internet Services, Mobile, Sales and Marketing, Transportation",5.0,0,Series A,0,Bloom,사,1,2559271.0,USD,41140,1,1,0.0,일,,,Europe,and Africa (EMEA),0,1,1,3.0,0,0
1,0,1,"Manufacturing, Science and Engineering, Transportation",3.0,0,Seed,0,Tensor Tech,사,1,2550000.0,USD,0,1,1,0.0,일,,tw,Asia-Pacific (APAC),Asia-Pacific (APAC),0,1,1,2.0,0,0
1,0,0,"Administrative Services, Consumer Electronics, Consumer Goods, Hardware, Navigation and Mapping, Science and Engineering, Software, Transportation",1.0,0,0,0,Beamlet,사,1,125000.0,USD,0,0,1,0.0,일,,us,Greater Los Angeles Area,Western US,0,1,1,1.0,0,0
1,0,0,Science and Engineering,5.0,0,Pre-Seed,0,Greenjets,사,1,3656633.0,GBP,Mk437ta,0,1,0.0,일,,,Europe,and Africa (EMEA),0,1,1,2.0,0,0
1,1,1,Science and Engineering,2.0,0,Equity Crowdfunding,0,Orbital Assembly,사,1,2320750.0,USD,0,1,1,0.0,오,,us,Southern US,Southern US,0,1,1,2.0,0,0
1,1,1,"Content and Publishing, Data and Analytics, Design, Media and Entertainment, Science and Engineering, Software, Transportation",1.0,0,Seed,0,Resonance,사,1,1500000.0,USD,0,0,1,0.0,일,,,Great Lakes,Great Lakes,0,1,1,2.0,0,0
1,0,1,"Consumer Electronics, Consumer Goods, Education, Hardware, Navigation and Mapping, Science and Engineering, Software",0.0,0,0,0,Volatus Aerospace,오,1,0.0,0,0,1,1,0.0,일,,,0,0,0,1,1,4.0,0,0
1,0,0,"Manufacturing, Science and Engineering, Transportation",0.0,0,0,0,Katalyst Space Technologies,오,1,0.0,0,86301,0,1,0.0,일,,us,Western US,Western US,0,1,1,2.0,0,0
1,0,1,"Hardware, Mobile, Science and Engineering",0.0,0,0,0,Astrolight,오,1,0.0,0,0,0,1,0.0,오,,,European Union (EU),and Africa (EMEA),0,1,1,2.0,0,0
0,1,1,"Hardware, Manufacturing, Science and Engineering, Software, Transportation",0.0,0,0,0,Merida Aerospace,오,1,0.0,0,0,1,1,0.0,일,,,0,0,0,1,1,2.0,0,0
1,0,1,"Science and Engineering, Transportation, Travel and Tourism",0.0,0,0,0,Sunclass Airlines,오,1,0.0,0,2791,1,0,0.0,일,,,European Union (EU),Scandinavia,0,1,1,7.0,0,0
1,0,1,"Consumer Electronics, Consumer Goods, Hardware, Manufacturing, Science and Engineering, Software",6.0,0,Angel,0,Dronehub,사,1,7500000.0,USD,13202,0,1,0.0,오,,us,Great Lakes,Northeastern US,0,1,1,2.0,0,0
1,1,1,"Science and Engineering, Transportation",6.0,0,Pre-Seed,0,CisLunar Industries,사,1,3539991.0,USD,80209,1,1,0.0,일,,us,Greater Denver Area,Western US,0,1,1,2.0,0,0
1,0,0,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Manufacturing, Science and Engineering, Software, Transportation",4.0,0,Seed,0,Productive Machines,사,1,2300000.0,GBP,S60 5WG,0,1,0.0,오,,,Europe,and Africa (EMEA),0,1,1,2.0,0,0
1,0,0,"Artificial Intelligence (AI), Data and Analytics, Education, Hardware, Science and Engineering, Software",0.0,0,0,0,AMTIL,오,1,0.0,0,0,0,1,0.0,일,new_york,us,Greater New York Area,Northeastern US,0,1,1,2.0,0,0
0,0,0,"Manufacturing, Science and Engineering, Transportation",0.0,0,0,0,eVTOL Japan,오,1,0.0,0,108-0073,1,0,0.0,일,,,Asia-Pacific (APAC),Asia-Pacific (APAC),0,1,1,2.0,0,0
1,1,1,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software, Sustainability, Transportation",3.0,0,Seed,0,MightyFly,사,1,5250000.0,USD,0,0,0,0.0,오,silicon_valley,us,San Francisco Bay Area,Western US,0,1,1,1.0,1,0
1,1,1,"Hardware, Manufacturing, Real Estate, Science and Engineering, Software",2.0,0,Pre-Seed,0,FLX Solutions,사,1,485000.0,USD,18015,0,1,0.0,일,,us,Great Lakes,Northeastern US,0,1,1,1.0,0,0
1,0,0,"Energy, Science and Engineering, Transportation",1.0,0,Pre-Seed,0,AZR,사,1,250000.0,USD,47820,0,1,0.0,일,,,Asia-Pacific (APAC),Southeast Asia,0,1,1,1.0,0,0
1,0,0,Science and Engineering,1.0,0,Pre-Seed,0,Argo Navis Aerospace,오,1,1000000.0,NZD,0,0,0,0.0,일,,,Asia-Pacific (APAC),Australasia,0,1,1,1.0,0,0
1,0,0,"Artificial Intelligence (AI), Data and Analytics, Education, Hardware, Internet Services, Science and Engineering, Software, Transportation",1.0,0,Pre-Seed,0,aiseed inc,오,1,0.0,USD,11465,1,1,0.0,일,,tw,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,1.0,0,0
1,0,0,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",1.0,0,0,0,Oxford Dynamics,오,1,0.0,USD,OX11 0QR,0,1,0.0,일,,,Europe,and Africa (EMEA),0,1,1,1.0,1,0
1,0,0,"Government and Military, Information Technology, Science and Engineering",0.0,0,0,0,"Donovan Capital Group, LLC",오,1,0.0,0,20009,0,1,0.0,일,,us,Washington DC Metro Area,Southern US,0,1,1,1.0,0,0
1,1,1,"Other, Science and Engineering, Transportation",5.0,0,Private Equity,0,Voyager Space,삼,1,177817234.0,USD,80202,1,1,0.0,오,,us,Greater Denver Area,Western US,1,1,1,4.0,0,1
1,1,0,"Manufacturing, Other, Transportation",3.0,0,Seed,0,Magdrive,사,1,3479815.0,USD,OX11 0QX,0,1,0.0,일,,,Europe,and Africa (EMEA),1,1,1,2.0,0,0
1,0,0,"Hardware, Science and Engineering, Software",2.0,0,Pre-Seed,0,Exovolar,사,1,194930.0,USD,07087,0,1,0.0,일,,us,Greater New York Area,Northeastern US,1,1,1,1.0,0,0
1,0,0,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software, Transportation",0.0,0,0,0,Rosterize,오,1,0.0,0,0,1,1,0.0,일,,,European Union (EU),and Africa (EMEA),1,1,1,1.0,0,0
1,0,0,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Information Technology, Other, Science and Engineering, Software, Sustainability, Transportation, Travel and Tourism",1.0,0,Pre-Seed,0,Greener Clarity,오,1,0.0,USD,G2 4JR,1,1,0.0,일,,,Europe,and Africa (EMEA),1,1,1,1.0,0,0
1,1,1,"Manufacturing, Science and Engineering, Transportation",2.0,0,Pre-Seed,0,Space Resources Laboratory,사,1,304178.0,GBP,MK43 0FQ,0,1,0.0,일,,,Europe,and Africa (EMEA),1,1,1,1.0,0,0
1,1,1,"Science and Engineering, Transportation",1.0,0,0,0,Obruta,오,1,0.0,USD,K1S 3T8,1,1,0.0,오,,,Great Lakes,Great Lakes,1,1,1,1.0,0,0
1,0,0,"Science and Engineering, Transportation",0.0,0,0,0,flyvbird,오,1,0.0,0,0,0,1,0.0,일,,,0,0,1,1,1,1.0,0,0
1,1,1,"Professional Services, Science and Engineering, Software, Transportation",0.0,0,0,0,Pilotbase,오,1,0.0,0,0,0,1,0.0,오,,,Europe,and Africa (EMEA),1,1,1,1.0,0,0
0,1,1,"Science and Engineering, Transportation",0.0,0,0,0,Asiabooking,오,1,0.0,0,0,1,1,0.0,일,,,Asia-Pacific (APAC),Southeast Asia,1,1,1,1.0,0,0
0,1,0,Science and Engineering,0.0,1,0,0,Selene Aerospace,오,1,0.0,0,0,0,1,0.0,일,,,European Union (EU),and Africa (EMEA),1,0,1,1.0,0,0
1,0,1,"Data and Analytics, Hardware, Navigation and Mapping, Real Estate, Science and Engineering",7.0,0,Series A,0,Urban Sky,사,1,15963834.0,USD,80206,1,1,0.0,오,,us,Greater Denver Area,Western US,1,1,1,2.0,1,0
1,0,0,"Artificial Intelligence (AI), Data and Analytics, Energy, Hardware, Information Technology, Internet Services, Science and Engineering, Software",1.0,0,Seed,0,Constanellis Aerospace,사,1,32000000.0,USD,20036,0,1,0.0,오,,us,Washington DC Metro Area,Southern US,1,1,1,3.0,0,0
1,1,0,Science and Engineering,7.0,0,Venture - Series Unknown,0,Novo Space,사,1,4500000.0,USD,0,0,1,0.0,일,,us,Greater Los Angeles Area,Western US,1,1,1,2.0,1,0
1,1,0,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Science and Engineering, Software, Transportation",1.0,0,Venture - Series Unknown,0,Type One Ventures,사,1,0.0,USD,90265,0,1,1.0,오,,us,Greater Los Angeles Area,Western US,1,1,1,2.0,0,0
1,1,1,"Information Technology, Software, Transportation, Travel and Tourism",0.0,0,0,0,ClarityTTS,오,1,0.0,0,M5G 1Z3,1,1,0.0,일,,,Great Lakes,Great Lakes,1,1,1,5.0,0,0
1,0,0,"Information Technology, Privacy and Security, Professional Services, Science and Engineering",1.0,0,Pre-Seed,0,Atomus,사,1,1450000.0,USD,94105,0,0,0.0,일,silicon_valley,us,San Francisco Bay Area,Western US,1,1,1,1.0,0,0
1,1,1,"Energy, Manufacturing, Other, Science and Engineering, Sustainability",2.0,0,Pre-Seed,0,DBT Aero,사,1,5747814.0,USD,84065,0,1,0.0,오,,us,Western US,Western US,1,1,1,1.0,0,0
1,0,0,"Science and Engineering, Software",2.0,0,Seed,0,Rebel Space Technologies,오,1,0.0,USD,0,0,0,0.0,일,,us,Greater Los Angeles Area,Western US,1,1,1,1.0,0,0
1,0,0,"Internet Services, Manufacturing, Science and Engineering, Software",1.0,0,Seed,0,GenX Aerospace,오,1,250000.0,USD,0,0,1,0.0,일,,,Europe,and Africa (EMEA),1,1,1,1.0,0,0
1,0,0,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Government and Military, Internet Services, Science and Engineering, Software, Transportation",3.0,0,Pre-Seed,0,Aerotrax,오,1,0.0,USD,75205,0,1,0.0,일,,us,Dallas/Fort Worth Metroplex,Southern US,1,1,1,1.0,1,0
1,0,0,"Energy, Hardware, Science and Engineering, Transportation",0.0,0,0,0,Altilium Magna,오,1,0.0,0,11415,1,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,1.0,0,0
1,0,0,"Energy, Hardware, Mobile, Science and Engineering",0.0,0,0,0,Photonicity,오,1,0.0,0,0,1,1,0.0,일,,,Asia-Pacific (APAC),Southeast Asia,1,1,1,1.0,0,0
1,1,0,"Biotechnology, Health Care, Science and Engineering, Sustainability",0.0,1,0,0,Astronomical Research Center,오,1,0.0,0,90250,0,1,0.0,일,,us,Greater Los Angeles Area,Western US,1,0,1,1.0,0,0
1,0,0,Science and Engineering,0.0,0,0,0,Elliscope,오,1,0.0,0,65005,1,1,0.0,일,,,Europe,and Africa (EMEA),1,0,1,1.0,0,0
1,1,1,"Science and Engineering, Software, Transportation, Travel and Tourism",4.0,0,Pre-Seed,0,KinectAir,사,1,2443463.0,USD,WA 98660,1,1,0.0,오,,us,West Coast,Western US,1,1,1,1.0,0,0
1,0,0,"Administrative Services, Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software",1.0,0,Pre-Seed,0,UAVLAS,사,1,1000000.0,PLN,00789,1,1,0.0,일,,,European Union (EU),and Africa (EMEA),1,1,1,1.0,0,0
1,0,0,"Administrative Services, Artificial Intelligence (AI), Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Information Technology, Media and Entertainment, Privacy and Security, Science and Engineering, Software",4.0,0,0,0,Meshine,사,1,140000.0,USD,0,0,1,0.0,일,,,Europe,and Africa (EMEA),1,1,1,1.0,0,0
1,0,0,"Health Care, Science and Engineering",1.0,0,Seed,0,Jump Aero,오,1,0.0,USD,94954,0,0,0.0,일,,us,San Francisco Bay Area,Western US,1,1,1,1.0,0,0
1,1,1,"Manufacturing, Science and Engineering, Transportation",0.0,0,0,0,Clear Aerospace,오,1,0.0,0,0,0,1,0.0,일,,,0,0,1,1,1,1.0,0,0
1,1,0,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Sustainability, Transportation",6.0,0,Venture - Series Unknown,0,Ascendance Flight Technologies,사,1,33000000.0,EUR,31000,0,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,2.0,1,0
1,0,0,"Hardware, Science and Engineering, Transportation",4.0,0,Series A,0,ClearSpace,사,1,33966134.0,USD,1020,0,1,0.0,일,,,Europe,and Africa (EMEA),1,1,1,3.0,0,0
1,0,0,"Agriculture and Farming, Science and Engineering, Software",5.0,0,0,0,Sanzar Group,사,1,1529076.0,USD,28919,1,1,0.0,일,,,European Union (EU),and Africa (EMEA),1,1,1,1.0,0,0
1,1,0,"Hardware, Manufacturing, Other, Real Estate, Science and Engineering, Software, Transportation",0.0,0,0,0,Meraki Space Systems,오,1,0.0,0,98329,1,1,0.0,일,,us,Greater Seattle Area,Western US,1,1,1,1.0,0,0
1,0,0,"Education, Government and Military, Information Technology, Real Estate, Science and Engineering, Software, Transportation",0.0,0,0,0,Workbit,오,1,0.0,0,BS34 8RB,1,1,0.0,일,,,Europe,and Africa (EMEA),1,1,1,1.0,0,0
1,1,0,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Information Technology, Science and Engineering, Software",3.0,0,Series B,0,Vannevar Labs,삼,1,87000000.0,USD,0,0,0,0.0,오,,us,San Francisco Bay Area,West Coast,1,1,1,4.0,0,0
1,1,1,"Hardware, Science and Engineering",1.0,0,Pre-Seed,0,Stratosyst,사,1,50000.0,EUR,160 00,1,1,0.0,일,,,European Union (EU),and Africa (EMEA),1,1,1,2.0,0,0
1,1,1,"Hardware, Information Technology, Science and Engineering",1.0,0,0,0,Odysseus Space,오,1,0.0,USD,L-4362,1,1,0.0,일,,,European Union (EU),and Africa (EMEA),1,1,1,2.0,0,0
1,1,1,"Information Technology, Science and Engineering, Transportation",0.0,0,0,0,Azure Flight Support,오,1,0.0,0,37167,1,1,0.0,일,,us,Southern US,Southern US,1,1,1,2.0,0,0
1,1,1,"Design, Hardware, Manufacturing, Science and Engineering",0.0,0,0,0,ASG Group,오,1,0.0,0,SK3 0EF,1,1,0.0,오,,,Europe,and Africa (EMEA),1,1,1,2.0,0,0
0,1,0,"Hardware, Information Technology, Manufacturing, Science and Engineering, Transportation",0.0,0,0,0,Yspace,오,0,0.0,0,0,0,0,0.0,일,,,0,0,1,1,1,2.0,0,0
1,0,1,"Agriculture and Farming, Government and Military, Hardware, Information Technology, Natural Resources, Science and Engineering",8.0,0,Pre-Seed,0,Esper Satellite Imagery,사,1,1231360.0,USD,0,0,1,0.0,오,,,Asia-Pacific (APAC),Australasia,1,1,1,1.0,1,0
0,1,1,"Commerce and Shopping, Consumer Electronics, Consumer Goods, Content and Publishing, Education, Hardware, Information Technology, Media and Entertainment, Professional Services, Science and Engineering",3.0,0,Venture - Series Unknown,0,Japan Infrastructure Waymark,사,1,800000000.0,JPY,106-0032,1,1,0.0,일,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,1.0,0,1
1,1,1,"Science and Engineering, Transportation",2.0,0,Equity Crowdfunding,0,Aphelion Aerospace,사,1,150000.0,USD,80214,1,1,0.0,일,,us,Greater Denver Area,Western US,1,1,1,1.0,0,0
1,0,1,"Agriculture and Farming, Consumer Electronics, Consumer Goods, Data and Analytics, Government and Military, Hardware, Information Technology, Natural Resources, Navigation and Mapping, Other, Science and Engineering, Software",0.0,0,0,0,EQUINOX' S DRONES,오,1,0.0,0,560016,1,1,0.0,오,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,1.0,0,0
1,1,1,"Science and Engineering, Software, Transportation",0.0,0,0,0,Cesonia,오,1,0.0,0,80686,0,1,0.0,일,,,European Union (EU),and Africa (EMEA),1,1,1,1.0,0,0
0,1,0,"Apps, Design, Energy, Science and Engineering, Software",0.0,0,0,0,NEAE-GSI,오,1,0.0,0,81100,0,1,0.0,일,,,European Union (EU),and Africa (EMEA),1,1,1,1.0,0,0
1,1,0,"Professional Services, Science and Engineering, Software",0.0,0,0,0,Dapta,오,1,0.0,0,BS1 1LT,0,1,0.0,오,,,Europe,and Africa (EMEA),1,1,1,1.0,0,0
1,1,1,"Financial Services, Government and Military, Information Technology, Internet Services, Payments, Science and Engineering, Software",0.0,0,0,0,AerospacePay,오,1,0.0,0,89139,1,1,0.0,일,,us,Western US,Western US,1,1,1,1.0,0,0
1,1,0,Science and Engineering,4.0,0,Seed,0,Kayhan Space,사,1,11270000.0,USD,80301,0,1,0.0,일,,us,Greater Denver Area,Western US,1,1,1,2.0,1,0
1,0,0,"Agriculture and Farming, Consumer Electronics, Consumer Goods, Data and Analytics, Energy, Hardware, Natural Resources, Navigation and Mapping, Other, Science and Engineering, Sustainability",1.0,0,Angel,0,Beagle Systems,사,1,1928000.0,EUR,22041,1,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,2.0,0,0
1,1,0,"Manufacturing, Science and Engineering, Transportation",1.0,0,Pre-Seed,0,IENAI SPACE,사,1,400000.0,USD,28919,0,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,2.0,0,0
1,0,1,"Manufacturing, Science and Engineering, Transportation",5.0,0,Pre-Seed,0,Elven Technologies,사,1,679874.0,USD,0186,1,1,0.0,오,,,0,0,1,1,1,2.0,0,0
1,0,0,"Science and Engineering, Software, Transportation",2.0,0,Seed,0,Aerospace Technology Ventures (Ecom.aero),오,1,1200000.0,USD,37217,1,1,0.0,일,,us,Southern US,Southern US,1,0,1,9.0,0,0
1,0,1,"Science and Engineering, Transportation",0.0,0,0,0,Singapore Aero Support Services,오,1,0.0,0,819838,1,1,0.0,오,,,Asia-Pacific (APAC),Southeast Asia,1,1,1,6.0,0,0
1,1,0,Science and Engineering,1.0,0,Pre-Seed,0,soaron,사,1,5000000.0,INR,500028,1,1,0.0,일,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,1.0,0,0
1,0,0,"Science and Engineering, Transportation",3.0,0,Venture - Series Unknown,0,F-drones,사,1,120000.0,USD,059911,0,1,0.0,오,,,Asia-Pacific (APAC),Southeast Asia,1,1,1,1.0,0,0
1,0,0,"Design, Manufacturing, Science and Engineering",1.0,0,0,0,Rocket Propulsion Systems,사,1,255993.0,USD,98032,0,0,0.0,일,,us,Greater Seattle Area,Western US,1,1,1,1.0,0,0
1,1,1,"Consumer Electronics, Hardware, Information Technology, Science and Engineering",1.0,0,Pre-Seed,0,Care Weather,오,1,0.0,USD,0,0,1,0.0,일,,us,Western US,Western US,1,1,1,1.0,0,0
0,0,0,"Government and Military, Hardware, Information Technology, Privacy and Security, Science and Engineering, Software, Sustainability, Transportation",0.0,0,0,0,Shadow Flight Lab,오,1,0.0,0,85283,0,1,0.0,일,,us,Greater Phoenix Area,Western US,1,0,1,1.0,0,0
1,1,1,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",4.0,0,Seed,0,Kawa Space,사,1,1173000.0,USD,400050,0,1,0.0,일,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,1,0
0,0,0,"Manufacturing, Science and Engineering, Transportation",2.0,0,Series B,0,Hitopin,오,1,0.0,USD,0,1,1,0.0,일,,cn,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,1,0
1,1,1,"Hardware, Science and Engineering",2.0,0,Series A,0,Alén Space,사,1,1000000.0,EUR,0,1,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,1.0,0,0
1,0,0,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software, Transportation",2.0,0,Pre-Seed,0,NaviFly,사,1,262100.0,USD,0,1,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,1.0,0,0
1,0,0,"Consumer Electronics, Hardware, Science and Engineering, Transportation",1.0,0,0,0,Maverick Space Systems,사,1,275973.0,USD,93401,0,0,0.0,일,,us,West Coast,Western US,1,1,1,1.0,0,0
1,1,1,"Science and Engineering, Software",1.0,0,Seed,0,Coflyt,사,1,500000.0,USD,32507,0,1,0.0,오,,us,East Coast,Southern US,1,1,1,1.0,0,0
1,0,1,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering",4.0,0,Pre-Seed,0,Avior Labs,사,1,200000.0,USD,0157,1,1,0.0,일,,,Europe,and Africa (EMEA),1,1,1,1.0,0,0
1,0,0,"Energy, Science and Engineering",1.0,0,Seed,0,Space Power,오,1,12300.0,USD,0,0,0,0.0,일,,,Europe,and Africa (EMEA),1,1,1,1.0,0,0
1,0,0,"Information Technology, Science and Engineering, Software",0.0,0,0,0,Keeni Space Operating Procedures,오,1,0.0,0,99501,0,1,0.0,일,,us,Western US,Western US,1,1,1,1.0,0,0
1,1,1,"Data and Analytics, Hardware, Information Technology, Navigation and Mapping, Science and Engineering",8.0,0,Series B,0,Pixxel,사,1,70980000.0,USD,90245,0,1,0.0,오,,us,Greater Los Angeles Area,Western US,1,1,1,4.0,1,0
1,1,0,"Hardware, Manufacturing, Science and Engineering, Software, Transportation",2.0,0,Seed,0,iCOMAT,사,1,2650000.0,GBP,0,0,1,0.0,오,,,Europe,and Africa (EMEA),1,1,1,2.0,0,0
1,1,1,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Transportation",0.0,0,0,0,Bellwether Industries,오,1,0.0,0,0,1,1,0.0,오,,,Europe,and Africa (EMEA),1,1,1,2.0,0,0
1,0,0,"Science and Engineering, Transportation",0.0,0,0,0,Shannon Technical Services,오,1,0.0,0,V14 KW42,1,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,3.0,0,0
1,1,0,Science and Engineering,0.0,0,0,0,Kasstech Aerospace,오,1,0.0,0,0,1,1,0.0,일,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,0,0
1,1,0,"Hardware, Science and Engineering",1.0,0,0,0,Space Domain Awareness,사,1,256000.0,USD,32826,0,1,0.0,일,,us,East Coast,Southern US,1,1,1,1.0,0,0
1,0,0,Science and Engineering,5.0,0,Seed,0,Aeroflux Braking Systems,사,1,20000.0,USD,M5S 1A4,0,1,0.0,일,,,Great Lakes,Great Lakes,1,1,1,1.0,0,0
1,1,1,"Design, Education, Hardware, Manufacturing, Science and Engineering, Software",0.0,0,0,0,Sygnis Bio Technologies,오,1,0.0,0,02-089,1,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,1.0,0,0
1,1,1,"Hardware, Science and Engineering",0.0,0,0,0,Prometheus Space Technologies,오,1,0.0,0,N7 7PX,1,1,0.0,일,,,Europe,and Africa (EMEA),1,1,1,1.0,0,0
1,0,0,"Information Technology, Science and Engineering",1.0,0,Pre-Seed,0,Kompozition,오,1,0.0,USD,0,0,0,0.0,일,,,Asia-Pacific (APAC),Australasia,1,1,1,1.0,0,0
1,0,0,"Financial Services, Government and Military, Information Technology, Science and Engineering",2.0,0,Private Equity,0,LEONID,사,1,200000000.0,USD,92649,1,1,0.0,오,,us,Greater Los Angeles Area,Western US,1,1,1,1.0,1,1
1,0,0,"Hardware, Information Technology, Science and Engineering, Software, Transportation",2.0,0,Series A,0,Zero-Error Systems,사,1,9344206.0,USD,608598,1,1,0.0,오,,,Asia-Pacific (APAC),Southeast Asia,1,1,1,1.0,1,0
1,0,0,"Hardware, Science and Engineering, Software",1.0,0,Pre-Seed,0,Okulo Aerospace,사,1,82000000.0,INR,560036,0,0,0.0,일,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,1.0,1,0
1,1,1,"Science and Engineering, Transportation",2.0,0,Seed,0,Sidereus Space Dynamics,사,1,6600000.0,EUR,80143,1,1,0.0,일,,,European Union (EU),and Africa (EMEA),1,1,1,1.0,1,0
1,1,1,"Hardware, Information Technology, Navigation and Mapping, Science and Engineering",3.0,0,Seed,0,Xairos,사,1,870000.0,USD,80124,1,1,0.0,일,,us,Greater Denver Area,Western US,1,1,1,1.0,0,0
1,1,0,"Hardware, Science and Engineering, Software, Transportation",2.0,0,Venture - Series Unknown,0,AlarisPro,사,1,2000000.0,USD,21224,1,1,0.0,일,,us,Greater Baltimore-Maryland Area,Southern US,1,1,1,1.0,1,0
1,0,0,"Science and Engineering, Transportation, Travel and Tourism",1.0,0,Seed,0,FlightLink,사,1,800000.0,USD,80202,1,1,0.0,일,,us,Greater Denver Area,Western US,1,1,1,1.0,0,0
1,1,1,"Media and Entertainment, Professional Services, Sales and Marketing, Science and Engineering",1.0,0,Seed,0,Sorano Me,사,1,10000000.0,JPY,101-0022,0,1,0.0,일,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,1.0,0,0
1,1,0,"Media and Entertainment, Other, Professional Services, Science and Engineering, Software, Travel and Tourism",2.0,0,Seed,0,Kambr,사,1,7000000.0,USD,0,0,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,2.0,0,0
1,0,0,"Education, Professional Services, Science and Engineering",0.0,0,0,0,Travcon,오,1,0.0,0,573969,1,1,0.0,일,,,Asia-Pacific (APAC),Southeast Asia,1,1,1,2.0,0,0
