LinkedIn,Twitter,Facebook,Industry Groups,Number of Funding Rounds,Closed Date,Last Equity Funding Type,IPO Status,Organization Name,CB Rank (Company),Website,Total Funding Amount,Total Funding Amount Currency,Postal Code,Phone Number,Contact Email,Number of Exits,SEMrush - Global Traffic Rank,city,country,Regions,State,Founded Year 5+,Operating Status (Labeled),Company Type (Labeled),employees counts,Within One Year,Total Funding Amount Preprocessed
1,1,1,"Consumer Electronics, Consumer Goods, Design, Hardware, Manufacturing, Science and Engineering",1.0,0,0,0,Sentient Blue,사,1,1000000.0,USD,43100,1,1,0.0,일,,,European Union (EU),and Africa (EMEA),1,1,1,1.0,0,0
1,0,0,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software",4.0,0,Seed,0,FlyWorks,사,1,780000.0,USD,0,1,1,0.0,오,,,Europe,Middle East,1,1,1,1.0,0,0
0,0,0,Transportation,1.0,0,Series A,0,Miaotaiche,오,1,32025154.0,USD,0,0,0,0.0,일,,cn,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,1.0,0,0
1,0,0,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2.0,0,Pre-Seed,0,AS WORKS,오,1,86000.0,USD,0,1,1,0.0,일,,,0,0,1,1,1,1.0,0,0
1,0,1,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering",0.0,0,0,0,"Arcflash Labs, LLC",오,1,0.0,0,0,0,1,0.0,오,,us,Greater Los Angeles Area,Western US,1,1,1,1.0,0,0
1,0,1,"Administrative Services, Hardware, Other, Professional Services, Science and Engineering, Software, Transportation",0.0,0,0,0,Pearls - Inc,오,1,0.0,0,V8R 1B5,0,1,0.0,일,,,0,0,1,1,1,1.0,0,0
1,1,1,"Science and Engineering, Transportation",0.0,0,0,0,GK Launch Services,오,1,0.0,0,0,1,1,0.0,일,,,Europe,and Africa (EMEA),1,1,1,1.0,0,0
1,0,1,Science and Engineering,0.0,0,0,0,Rasscorb Technologies,오,1,0.0,0,0,1,1,0.0,일,,,0,0,1,1,1,1.0,0,0
1,0,0,"Hardware, Information Technology, Science and Engineering",5.0,0,Undisclosed,0,ABL Space Systems,삼,1,459000000.0,USD,90245,0,1,0.0,오,,us,Greater Los Angeles Area,Western US,1,1,1,4.0,1,1
0,0,0,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",2.0,0,Series B,0,AVIC Robots,사,1,100000000.0,CNY,0,0,1,0.0,일,,cn,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,1,0
1,1,1,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Government and Military, Hardware, Privacy and Security, Science and Engineering, Software",4.0,0,Seed,0,Drone Defence,사,1,1714847.0,USD,dn22 7gy,1,1,0.0,오,,,Europe,and Africa (EMEA),1,1,1,2.0,0,0
1,0,0,"Science and Engineering, Transportation",2.0,0,Private Equity,0,Aantriksh,사,1,20500000.0,INR,0,0,1,0.0,일,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,0,0
1,0,0,Science and Engineering,0.0,0,0,0,Flawless Photonics,오,1,0.0,0,94040,0,0,0.0,일,,us,San Francisco Bay Area,West Coast,1,1,1,2.0,0,0
1,1,0,"Hardware, Internet Services, Science and Engineering",0.0,0,0,0,Xenesis,오,1,0.0,0,0,0,0,0.0,일,,us,Greater Miami Area,Southern US,1,1,1,2.0,0,0
0,1,1,"Manufacturing, Science and Engineering",0.0,0,0,0,Purchasing Efficiency,오,1,0.0,0,92806,0,1,0.0,일,,us,Greater Los Angeles Area,Western US,1,1,1,2.0,0,0
0,0,0,Science and Engineering,0.0,0,0,0,Space Entertainment Laboratory,오,1,0.0,0,0,0,0,0.0,오,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,0,0
1,0,1,"Science and Engineering, Software",1.0,0,Angel,0,Beyond Aero,사,1,1600000.0,BRL,0,1,1,0.0,일,,,Latin America,Latin America,1,1,1,1.0,0,0
1,0,1,Science and Engineering,0.0,0,0,0,IFAP AVIATION INSTITUT,오,1,0.0,0,16000,1,1,0.0,일,,,Europe,and Africa (EMEA),1,1,1,1.0,0,0
1,1,1,"Commerce and Shopping, Media and Entertainment, Science and Engineering",0.0,0,0,0,air.one,오,1,0.0,0,90291,0,1,0.0,오,,us,Greater Los Angeles Area,Western US,1,1,1,1.0,0,0
1,0,0,"Energy, Science and Engineering, Sustainability, Transportation",0.0,0,0,0,Ruhl Strategic Partners,오,1,0.0,0,0,1,1,0.0,일,,us,Midwestern US,Midwestern US,1,1,1,1.0,0,0
1,1,1,"Community and Lifestyle, Transportation, Travel and Tourism",0.0,0,0,0,TransHimalaya.in,오,1,0.0,0,110014,1,1,0.0,오,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,1.0,0,0
1,1,1,"Design, Hardware, Manufacturing, Science and Engineering, Software",0.0,0,0,0,Engineer Materials,오,1,0.0,0,560111,0,1,0.0,일,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,0,1,1.0,0,0
1,1,0,"Consumer Electronics, Consumer Goods, Data and Analytics, Government and Military, Hardware, Information Technology, Navigation and Mapping, Science and Engineering",2.0,0,Series A,0,Skydweller,사,1,40000000.0,USD,0,0,1,0.0,오,,us,Washington DC Metro Area,Southern US,1,1,1,4.0,0,0
1,1,0,"Manufacturing, Science and Engineering",4.0,0,Series A,0,Autoflight,사,1,200000000.0,USD,0,0,1,0.0,오,key_ares,cn,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,5.0,0,1
1,1,1,"Science and Engineering, Software",5.0,0,Seed,0,Precious Payload,사,1,1472000.0,USD,0,0,1,0.0,오,silicon_valley,us,San Francisco Bay Area,Western US,1,1,1,2.0,0,0
1,1,1,"Hardware, Information Technology, Internet Services, Manufacturing, Real Estate, Transportation",0.0,0,0,0,mu Space Corp,오,1,0.0,0,10400,1,1,0.0,오,,,Asia-Pacific (APAC),Southeast Asia,1,1,1,3.0,0,0
1,1,1,"Hardware, Manufacturing, Science and Engineering",11.0,0,Series B,0,Benchmark Space Systems,사,1,48881204.0,USD,05401,1,1,0.0,오,,us,New England,Northeastern US,1,1,1,2.0,1,0
1,0,1,"Consumer Electronics, Data and Analytics, Government and Military, Hardware, Information Technology, Internet Services, Privacy and Security, Science and Engineering, Software",5.0,0,Series A,0,Optimized Electrotech,사,1,5229985.0,USD,380015,0,1,0.0,오,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,1,0
1,1,1,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering",0.0,0,0,0,GarudaUAV,오,1,0.0,0,201304,1,1,0.0,오,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,3.0,0,0
0,0,0,"Manufacturing, Other, Science and Engineering, Social Impact",0.0,0,0,0,Alfalab,오,1,0.0,0,0,1,1,0.0,일,,,Latin America,Latin America,1,1,0,2.0,0,0
1,1,1,"Government and Military, Information Technology, Privacy and Security, Professional Services, Science and Engineering, Software, Transportation",7.0,0,Angel,0,14bis Supply Tracking,사,1,940000.0,USD,0,0,1,0.0,오,,us,Greater Boston Area,New England,1,1,1,1.0,0,0
0,0,0,"Hardware, Science and Engineering, Software",0.0,0,0,0,DWave,오,1,0.0,0,35010,1,1,0.0,일,,,European Union (EU),and Africa (EMEA),1,1,1,1.0,0,0
1,0,0,"Data and Analytics, Design, Government and Military, Information Technology, Professional Services, Science and Engineering, Software",1.0,0,Pre-Seed,0,Samkalpa Systems,사,1,150000.0,USD,110029,1,1,0.0,일,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,0,0
1,0,1,"Manufacturing, Professional Services, Sales and Marketing, Science and Engineering, Transportation",0.0,0,0,0,JetRight,오,1,0.0,0,37217,1,1,0.0,일,,us,Southern US,Southern US,1,1,1,2.0,0,0
1,1,1,"Design, Manufacturing, Science and Engineering",0.0,0,0,0,TRMOTOR,오,1,0.0,0,06800,1,1,0.0,오,,,Europe,and Africa (EMEA),1,1,1,2.0,0,0
1,0,1,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Transportation",5.0,0,Series A,0,Aeronext,사,1,203417636.0,JPY,150-0021,1,0,0.0,오,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,1.0,0,1
1,0,1,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software, Transportation",1.0,0,Private Equity,0,Nando Drones,사,1,1500000.0,USD,0,1,1,0.0,오,,,Europe,Middle East,1,1,1,1.0,0,0
1,0,1,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",1.0,0,Pre-Seed,0,Berkelyn,오,1,25000.0,USD,10027,0,1,0.0,일,new_york,us,Greater New York Area,Northeastern US,1,1,1,1.0,0,0
1,1,1,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation, Travel and Tourism",1.0,0,Seed,0,Migacore Technologies,오,1,0.0,USD,EC1V 1AZ,0,1,0.0,일,,,Europe,and Africa (EMEA),1,1,1,1.0,0,0
1,1,0,"Manufacturing, Science and Engineering",7.0,0,Series B,0,Launcher,사,1,14900000.0,USD,90250,0,1,0.0,오,,us,Greater Los Angeles Area,Western US,1,1,1,1.0,0,0
1,1,1,"Consumer Electronics, Consumer Goods, Hardware, Internet Services, Media and Entertainment, Navigation and Mapping, Science and Engineering, Software",4.0,0,Seed,0,DroneEntry,사,1,250000.0,USD,0,1,1,0.0,오,,,Great Lakes,Great Lakes,1,1,1,1.0,0,0
1,1,1,"Information Technology, Privacy and Security, Professional Services, Science and Engineering, Software",0.0,0,0,0,GBMV,오,1,0.0,0,94110,1,1,0.0,일,silicon_valley,us,San Francisco Bay Area,Western US,1,1,1,1.0,0,0
1,1,1,"Apps, Blockchain and Cryptocurrency, Consumer Electronics, Consumer Goods, Financial Services, Hardware, Mobile, Other, Payments, Science and Engineering, Software",0.0,0,0,0,AirBase.Network,오,1,0.0,0,0,0,1,0.0,일,,,0,0,1,1,1,1.0,0,0
0,0,0,Science and Engineering,0.0,0,0,0,Ventoux Aviation Limited,오,0,0.0,0,0,0,1,0.0,일,,,0,0,1,1,1,1.0,0,0
1,0,1,"Manufacturing, Science and Engineering, Sustainability, Transportation",4.0,0,Series B,0,Beta Technologies,삼,1,1055000000.0,USD,05403,0,1,0.0,오,,us,New England,Northeastern US,1,1,1,5.0,1,1
1,1,1,"Consumer Electronics, Consumer Goods, Education, Hardware, Science and Engineering, Software",2.0,0,Pre-Seed,0,DroneAcharya Aerial Innovations Limited,사,1,4750000.0,USD,411021,1,1,0.0,오,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,3.0,0,0
1,0,0,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering, Transportation",4.0,0,Series B,0,OxMet Technologies,사,1,18780000.0,GBP,OX5 1QU,1,1,0.0,오,,,Europe,and Africa (EMEA),1,1,1,2.0,0,0
1,1,1,"Artificial Intelligence (AI), Data and Analytics, Manufacturing, Science and Engineering, Software",6.0,0,Seed,0,AIKO - Infinite Ways to Autonomy,사,1,1971429.0,EUR,10123,0,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,2.0,0,0
0,0,0,"Science and Engineering, Transportation",1.0,0,Seed,0,Zhongke Tianta,사,1,100000000.0,CNY,0,1,1,0.0,일,,cn,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,3.0,0,0
0,1,0,"Data and Analytics, Design, Hardware, Science and Engineering, Software",1.0,0,0,0,SPL GmbH,오,1,50000.0,EUR,CH-4900,0,1,0.0,일,,,Europe,and Africa (EMEA),1,1,1,3.0,0,0
1,1,1,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software, Transportation",0.0,0,0,0,Mainblades,오,1,0.0,0,2597 CP,1,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,2.0,0,0
1,0,0,"Information Technology, Internet Services, Other, Science and Engineering, Software",3.0,0,Pre-Seed,0,AEROSENS,사,1,255743.0,USD,33155,0,1,0.0,일,,us,Greater Miami Area,Southern US,1,1,1,1.0,0,0
1,1,1,"Consumer Electronics, Consumer Goods, Financial Services, Government and Military, Hardware, Information Technology, Privacy and Security, Science and Engineering, Transportation",0.0,0,0,0,Veteran Ventures Capital,오,1,0.0,0,37932,1,1,0.0,일,,us,Southern US,Southern US,1,1,1,1.0,0,0
1,1,0,"Hardware, Science and Engineering, Software, Transportation",3.0,0,Series A,0,Pyka,삼,1,48100000.0,USD,94607,0,1,0.0,오,,us,San Francisco Bay Area,Western US,1,1,1,3.0,0,0
1,1,1,"Hardware, Science and Engineering, Transportation",4.0,1,Post-IPO Equity,1,Virgin Orbit,사,1,469500000.0,USD,90808,1,1,1.0,오,,us,Greater Los Angeles Area,Western US,1,0,1,6.0,0,1
1,0,0,"Manufacturing, Other, Transportation",2.0,0,Seed,0,TriCIS Ltd,사,1,505000.0,GBP,0,1,1,0.0,일,,,Europe,and Africa (EMEA),1,1,1,2.0,0,0
1,0,0,"Other, Science and Engineering, Transportation",3.0,0,Series C,0,Amber Aviation,오,1,0.0,USD,0,1,1,0.0,오,,cn,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,1,0
1,0,0,Science and Engineering,2.0,0,Pre-Seed,0,Ravn,오,1,0.0,USD,94110,0,0,0.0,일,silicon_valley,us,San Francisco Bay Area,Western US,1,1,1,2.0,0,0
1,1,1,"Science and Engineering, Transportation, Travel and Tourism",0.0,0,0,0,Voom Flights,오,1,0.0,0,94108,0,1,0.0,일,silicon_valley,us,San Francisco Bay Area,Western US,1,1,1,3.0,0,0
1,1,1,Science and Engineering,0.0,0,0,0,TENGRI UAV PTE LTD,오,1,0.0,0,048581,0,1,0.0,일,,,Asia-Pacific (APAC),Southeast Asia,1,1,1,2.0,0,0
0,1,1,"Hardware, Manufacturing, Science and Engineering, Software, Transportation",0.0,0,0,0,ASAP Aero Supplies,오,1,0.0,0,60525,1,1,0.0,오,,us,Greater Chicago Area,Midwestern US,1,1,1,4.0,0,0
0,1,1,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering",0.0,0,0,0,ASAP Parts 360,오,1,0.0,0,0,0,1,0.0,일,,,0,0,1,1,1,2.0,0,0
1,1,1,"Hardware, Information Technology, Science and Engineering, Software",6.0,0,Series A,0,VRgineers,사,1,12743158.0,USD,19901,0,1,0.0,오,,us,East Coast,Southern US,1,1,1,2.0,1,0
1,1,0,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Financial Services, Hardware, Health Care, Real Estate, Science and Engineering, Software, Transportation",2.0,0,Seed,0,Mindtrace,사,1,4744210.0,USD,M3 2HW,1,1,0.0,오,,,Europe,and Africa (EMEA),1,1,1,2.0,0,0
0,1,1,Science and Engineering,0.0,0,0,0,Aerospace Exchange,오,1,0.0,0,92806,1,1,0.0,오,,us,Greater Los Angeles Area,Western US,1,1,1,2.0,0,0
1,1,1,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering",2.0,0,Seed,0,TechEagle Innovations,사,1,578582.0,USD,122003,1,1,0.0,오,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,1.0,1,0
0,1,1,"Government and Military, Information Technology, Science and Engineering",8.0,0,Series E,0,Anduril Industries,삼,1,2171000000.0,USD,92612,0,1,0.0,오,,us,Greater Los Angeles Area,Western US,1,1,1,7.0,1,1
1,1,1,"Manufacturing, Other, Science and Engineering",3.0,0,0,1,SkyWater Technology,사,1,315000000.0,USD,0,1,0,0.0,오,,us,Greater Minneapolis-Saint Paul Area,Midwestern US,1,1,1,6.0,0,1
1,1,0,"Information Technology, Science and Engineering, Software, Transportation",1.0,0,Venture - Series Unknown,0,AEVEX Aerospace,오,1,0.0,USD,0,1,0,0.0,오,,us,Washington DC Metro Area,Southern US,1,1,1,6.0,0,0
1,1,1,"Education, Hardware, Software, Transportation",0.0,0,0,0,NOIRLab,오,1,0.0,0,85719,1,1,0.0,오,,us,Western US,Western US,1,1,1,6.0,0,0
1,0,0,"Transportation, Travel and Tourism",3.0,0,Series B,0,Dialev,사,1,2908922.0,USD,0,0,0,0.0,일,key_ares,cn,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,5.0,0,0
1,0,0,"Manufacturing, Transportation",0.0,0,0,0,HALCON,오,1,0.0,0,0,1,0,0.0,오,,,Europe,Middle East,1,1,1,5.0,0,0
1,1,1,"Science and Engineering, Transportation",0.0,0,0,0,FlySwoop,오,1,0.0,0,T2E 3J1,1,0,0.0,오,,,0,0,1,1,1,5.0,0,0
1,0,1,"Other, Science and Engineering, Transportation",0.0,0,0,0,PHI International,오,1,0.0,0,7010,1,0,0.0,일,,,Asia-Pacific (APAC),Australasia,1,1,1,5.0,0,0
1,1,0,"Science and Engineering, Transportation",0.0,0,0,0,DFS Aviation Services,오,1,0.0,0,63225,1,1,0.0,일,,,European Union (EU),and Africa (EMEA),1,1,1,5.0,0,0
1,1,0,"Manufacturing, Science and Engineering, Transportation",0.0,0,0,0,Metzo,오,1,0.0,0,87700,1,0,0.0,일,,,European Union (EU),and Africa (EMEA),1,1,1,5.0,0,0
1,1,1,"Science and Engineering, Transportation",0.0,0,0,0,Route To Space Alliance,오,1,0.0,0,31320,1,1,0.0,일,,,European Union (EU),and Africa (EMEA),1,1,1,5.0,0,0
1,1,0,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Transportation",6.0,0,Venture - Series Unknown,0,CesiumAstro,삼,1,120239195.0,USD,78738,1,1,0.0,오,,us,Southern US,Southern US,1,1,1,4.0,1,0
1,0,0,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Navigation and Mapping, Science and Engineering, Software, Transportation",1.0,0,Series A,0,Wayz.ai,사,1,80000000.0,USD,0,0,1,0.0,일,,cn,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,4.0,0,0
1,1,1,"Manufacturing, Real Estate, Science and Engineering",0.0,0,0,0,YJSP,오,1,0.0,0,0,0,1,0.0,오,,us,Greater Atlanta Area,Southern US,1,1,1,4.0,0,0
1,0,0,"Professional Services, Science and Engineering, Transportation",0.0,0,0,0,Air Spray,오,1,0.0,0,0,0,0,0.0,오,,,0,0,1,1,1,4.0,0,0
1,0,0,"Energy, Natural Resources, Science and Engineering",0.0,0,0,1,The Anup Engineeri,오,1,0.0,0,0,1,1,0.0,오,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,4.0,0,0
1,1,1,"Hardware, Science and Engineering",3.0,0,Series B,0,Loft Orbital,삼,1,156200000.0,USD,94107,1,1,0.0,오,silicon_valley,us,San Francisco Bay Area,Western US,1,1,1,4.0,0,0
1,1,0,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Transportation",9.0,0,Series A,0,Wingcopter,사,1,109877967.0,USD,64331,1,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,4.0,1,0
1,1,1,"Data and Analytics, Science and Engineering, Software",13.0,0,Series A,0,Slingshot Aerospace,사,1,118935900.0,USD,78701,1,1,0.0,오,,us,Southern US,Southern US,1,1,1,4.0,1,0
1,1,1,Science and Engineering,4.0,0,Series A,0,Skyrora,사,1,32500000.0,GBP,EH2 3AA,1,1,0.0,오,,,Europe,and Africa (EMEA),1,1,1,4.0,0,0
1,0,0,"Science and Engineering, Transportation",1.0,0,Post-IPO Equity,1,Sky Harbour,사,1,100000000.0,USD,10604,1,1,0.0,일,,us,Greater New York Area,Northeastern US,1,1,1,4.0,0,0
1,1,1,"Data and Analytics, Information Technology, Other, Science and Engineering, Software, Travel and Tourism",0.0,0,0,0,AirLabs.Co,오,1,0.0,0,N1 7GU,0,1,0.0,오,,,Europe,and Africa (EMEA),1,1,1,4.0,0,0
1,1,1,"Design, Manufacturing, Science and Engineering",0.0,0,0,0,Evolution Aircraft Company,오,1,0.0,0,97756,1,1,0.0,일,,us,West Coast,Western US,1,1,1,4.0,0,0
1,0,0,"Design, Real Estate, Science and Engineering, Transportation",0.0,0,0,0,Citadel Completions,오,1,0.0,0,0,1,0,0.0,오,,us,Southern US,Southern US,1,1,1,4.0,0,0
1,1,1,"Manufacturing, Science and Engineering, Transportation",0.0,0,0,0,55 Group,오,1,0.0,0,33442,1,1,0.0,일,,us,Greater Miami Area,Southern US,1,1,1,4.0,0,0
1,1,1,"Manufacturing, Science and Engineering",0.0,0,0,0,AARAN 1 Engineering,오,1,0.0,0,0,1,1,0.0,일,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,4.0,0,0
1,1,1,"Other, Professional Services, Science and Engineering, Transportation",0.0,0,0,0,Dalcross Handling,오,1,0.0,0,IV2 7JB,1,1,0.0,일,,,Europe,and Africa (EMEA),1,1,1,4.0,0,0
1,1,1,"Consumer Electronics, Consumer Goods, Government and Military, Hardware, Science and Engineering, Software",3.0,0,Series B,0,BRINC,삼,1,82200000.0,USD,0,1,1,0.0,오,,us,Greater Seattle Area,Western US,1,1,1,3.0,0,0
1,1,0,"Manufacturing, Science and Engineering, Transportation",4.0,0,Venture - Series Unknown,0,Vaya Space,사,1,20816772.0,USD,32926,1,1,0.0,오,,us,East Coast,Southern US,1,1,1,3.0,0,0
1,1,1,"Science and Engineering, Transportation",6.0,0,Series B,0,Swoop Aero,사,1,27500000.0,USD,3207,0,1,0.0,오,,,Asia-Pacific (APAC),Australasia,1,1,1,3.0,0,0
1,1,0,"Data and Analytics, Professional Services, Science and Engineering, Software",0.0,0,0,0,Intelligent Shift,오,1,0.0,0,0,0,1,0.0,일,,us,Washington DC Metro Area,Southern US,1,1,1,3.0,0,0
1,1,1,"Design, Manufacturing, Science and Engineering, Transportation",0.0,0,0,0,First Kem,오,1,0.0,0,29651,1,1,0.0,일,,us,East Coast,Southern US,1,1,1,3.0,0,0
1,1,0,"Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Internet Services, Navigation and Mapping, Science and Engineering, Transportation",2.0,0,Seed,0,The ePlane Company,사,1,5996182.0,USD,600036,0,1,0.0,일,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,3.0,0,0
1,1,1,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",2.0,0,Series A,0,AeroCloud,사,1,14300000.0,USD,SK3 0ET,1,1,0.0,오,,,Europe,and Africa (EMEA),1,1,1,3.0,0,0
1,1,1,"Hardware, Science and Engineering, Software, Transportation, Travel and Tourism",5.0,0,Series B,0,Skyports,사,1,34205745.0,USD,SE15DP,0,0,0.0,오,,,Europe,and Africa (EMEA),1,1,1,3.0,1,0
1,1,0,"Information Technology, Science and Engineering, Software, Transportation",5.0,0,Series A,0,SkySelect,사,1,12800000.0,USD,94117,1,1,0.0,오,silicon_valley,us,San Francisco Bay Area,Western US,1,1,1,3.0,0,0
1,1,0,"Manufacturing, Science and Engineering",7.0,0,Series B,0,Agnikul,삼,1,58566031.0,USD,600036,1,1,0.0,오,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,3.0,1,0
1,1,1,"Manufacturing, Science and Engineering",1.0,0,0,0,Integral Aerospace,오,1,0.0,USD,92705-5710,1,1,0.0,일,,us,Greater Los Angeles Area,Western US,1,1,1,3.0,0,0
1,0,0,"Hardware, Manufacturing, Science and Engineering",3.0,0,Venture - Series Unknown,0,NewSpace,삼,1,73000000.0,USD,560092,0,1,0.0,오,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,1,0
1,0,0,"Hardware, Manufacturing, Science and Engineering",5.0,0,Series B,0,Mino Space,사,1,122832436.0,USD,0,1,1,0.0,일,key_ares,cn,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,0,0
0,0,0,"Science and Engineering, Transportation",3.0,0,Series A,0,Deep Blue Aerospace,사,1,200000000.0,CNY,0,0,1,0.0,오,key_ares,cn,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,0,1
1,1,1,"Commerce and Shopping, Other, Science and Engineering",0.0,0,0,0,Seattle Aviation Solutions,오,1,0.0,0,98052,1,1,0.0,오,,us,Greater Seattle Area,Western US,1,1,1,2.0,0,0
1,0,1,"Science and Engineering, Transportation",0.0,0,0,0,Southern Sky Aviation,오,1,0.0,0,0,1,1,0.0,일,,us,Southern US,Southern US,1,1,1,2.0,0,0
1,1,1,"Data and Analytics, Manufacturing, Science and Engineering",0.0,0,0,0,WingFlying,오,1,0.0,0,300453,1,1,0.0,오,,cn,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,0,0
1,1,1,"Hardware, Other, Science and Engineering, Software",4.0,0,Series A,0,Xplore,사,1,25200000.0,USD,98052,0,0,0.0,오,,us,Greater Seattle Area,Western US,1,1,1,2.0,0,0
1,0,0,"Consumer Electronics, Consumer Goods, Hardware, Information Technology, Manufacturing, Science and Engineering, Software, Transportation",3.0,0,Series A,0,B GARAGE,사,1,30208997.0,USD,95119,0,1,0.0,일,,us,San Francisco Bay Area,West Coast,1,1,1,2.0,1,0
1,0,0,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software, Transportation",5.0,0,Series A,0,Skyways,사,1,16120000.0,USD,0,0,1,0.0,오,,us,Southern US,Southern US,1,1,1,2.0,0,0
1,0,1,"Science and Engineering, Transportation, Travel and Tourism",2.0,0,Seed,0,Jetson Aero,사,1,24439522.0,USD,111 74,0,1,0.0,오,,,European Union (EU),Scandinavia,1,1,1,2.0,1,0
1,1,1,"Hardware, Information Technology, Science and Engineering, Software",2.0,0,Seed,0,Lunar Outpost,사,1,12000000.0,USD,0,1,1,0.0,오,,us,Greater Denver Area,Western US,1,1,1,2.0,0,0
1,1,0,"Hardware, Information Technology, Privacy and Security, Science and Engineering",6.0,0,Venture - Series Unknown,0,SpeQtral,사,1,13850000.0,USD,0,0,1,0.0,일,,,Asia-Pacific (APAC),Southeast Asia,1,1,1,2.0,0,0
1,1,1,Transportation,2.0,0,Seed,0,Manastu Space,사,1,6008864.0,USD,0,1,1,0.0,일,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,1,0
1,0,0,"Other, Transportation",2.0,0,Venture - Series Unknown,0,Skykraft,사,1,66874208.0,USD,2612,1,0,0.0,오,,,Asia-Pacific (APAC),Australasia,1,1,1,2.0,1,0
1,1,0,"Hardware, Internet Services, Science and Engineering",5.0,0,Undisclosed,0,Swarm Technologies,사,1,29111206.0,USD,0,0,1,0.0,오,,us,San Francisco Bay Area,West Coast,1,1,1,2.0,0,0
1,1,1,"Hardware, Manufacturing, Transportation",3.0,0,Undisclosed,0,Orbion Space Technology,사,1,29200000.0,USD,49931,1,0,0.0,일,,us,Great Lakes,Midwestern US,1,1,1,2.0,1,0
1,0,1,"Design, Manufacturing, Science and Engineering",1.0,0,Series A,0,Infravision,사,1,23000000.0,USD,2050,1,1,0.0,오,,,Asia-Pacific (APAC),Australasia,1,1,1,2.0,1,0
1,0,1,Science and Engineering,3.0,0,Venture - Series Unknown,0,LIFT Aircraft,사,1,9236224.0,USD,78731,0,0,0.0,오,,us,Southern US,Southern US,1,1,1,2.0,0,0
1,0,0,"Information Technology, Manufacturing, Science and Engineering, Transportation, Travel and Tourism",3.0,0,Venture - Series Unknown,0,Nexteon Technologies,사,1,1164827.0,USD,0,1,1,0.0,오,,us,Greater Philadelphia Area,Northeastern US,1,1,1,2.0,1,0
1,0,1,"Consumer Electronics, Consumer Goods, Hardware, Manufacturing, Navigation and Mapping, Science and Engineering",3.0,0,Series A,0,Censys Technologies,사,1,11950000.0,USD,32114,1,1,0.0,오,,us,East Coast,Southern US,1,1,1,2.0,0,0
